year_index,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,genres,movie_title,num_voted_users,cast_total_facebook_likes,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,movie_facebook_likes,profit,foreign_film,origin,origin_language
1982-01-01,145.0,93.0,270.0,535.0,13000.0,48468407.0,Action|Adventure|Drama,First Blood ,172493,15192,http://www.imdb.com/title/tt0083944/?ref_=fn_tt_tt_1,376.0,English,USA,R,14000000.0,1982.0,954.0,7.7,0,34468407.0,USA,American,English
2007-01-01,86.0,109.0,41.0,748.0,997.0,61356221.0,Drama|Music|Romance,Stomp the Yard ,19505,3544,http://www.imdb.com/title/tt0775539/?ref_=fn_tt_tt_1,162.0,English,USA,PG-13,14000000.0,2007.0,826.0,5.2,0,47356221.0,USA,American,English
1977-01-01,112.0,123.0,43.0,238.0,456.0,46800000.0,Action|Adventure|Sci-Fi|Thriller,The Spy Who Loved Me ,76477,1326,http://www.imdb.com/title/tt0076752/?ref_=fn_tt_tt_1,275.0,English,UK,PG,14000000.0,1977.0,244.0,7.1,0,32800000.0,UK,Foreign,English
1998-01-01,101.0,99.0,9.0,648.0,975.0,38048637.0,Horror|Mystery|Thriller,Urban Legend ,47814,3500,http://www.imdb.com/title/tt0146336/?ref_=fn_tt_tt_1,426.0,English,USA,R,14000000.0,1998.0,912.0,5.5,0,24048637.0,USA,American,English
2012-01-01,42.0,110.0,0.0,490.0,849.0,35010192.0,Comedy|Drama|Romance,Good Deeds ,6352,2226,http://www.imdb.com/title/tt1885265/?ref_=fn_tt_tt_1,43.0,English,USA,PG-13,39752620.0,2012.0,597.0,5.4,0,-4742428.0,USA,American,English
1991-01-01,10.0,107.0,116.0,25.0,327.0,34793160.0,Adventure|Drama,White Fang ,15730,552,http://www.imdb.com/title/tt0103247/?ref_=fn_tt_tt_1,31.0,English,USA,PG,14000000.0,1991.0,172.0,6.7,0,20793160.0,USA,American,English
1999-01-01,43.0,81.0,54.0,636.0,8000.0,30628981.0,Comedy|Romance,Superstar ,15047,10792,http://www.imdb.com/title/tt0167427/?ref_=fn_tt_tt_1,160.0,English,USA,PG-13,14000000.0,1999.0,670.0,5.0,2000,16628981.0,USA,American,English
2011-01-01,331.0,105.0,58.0,583.0,11000.0,29959436.0,Biography|Drama|History,The Iron Lady ,82327,12894,http://www.imdb.com/title/tt1007029/?ref_=fn_tt_tt_1,350.0,English,UK,PG-13,13000000.0,2011.0,1000.0,6.4,18000,16959436.0,UK,Foreign,English
2002-01-01,38.0,82.0,12.0,8.0,23.0,25571351.0,Adventure|Animation|Comedy|Drama|Family|Musical,Jonah: A VeggieTales Movie ,3135,49,http://www.imdb.com/title/tt0298388/?ref_=fn_tt_tt_1,78.0,English,USA,G,14000000.0,2002.0,12.0,6.6,184,11571351.0,USA,American,English
1993-01-01,12.0,109.0,309.0,279.0,592.0,27515786.0,Drama|Romance,Poetic Justice ,8904,1620,http://www.imdb.com/title/tt0107840/?ref_=fn_tt_tt_1,31.0,English,USA,R,14000000.0,1993.0,556.0,5.9,0,13515786.0,USA,American,English
2002-01-01,40.0,95.0,10.0,111.0,706.0,25482931.0,Action|Comedy|Crime|Thriller,All About the Benjamins ,9693,1421,http://www.imdb.com/title/tt0278295/?ref_=fn_tt_tt_1,33.0,English,USA,R,14000000.0,2002.0,266.0,5.7,530,11482931.0,USA,American,English
1995-01-01,34.0,100.0,0.0,364.0,723.0,19900000.0,Comedy|Fantasy|Horror|Romance,Vampire in Brooklyn ,17262,2348,http://www.imdb.com/title/tt0114825/?ref_=fn_tt_tt_1,53.0,English,USA,R,20000000.0,1995.0,422.0,4.5,1000,-100000.0,USA,American,English
1977-01-01,82.0,118.0,128.0,467.0,931.0,48468407.0,Horror,Exorcist II: The Heretic ,16294,2704,http://www.imdb.com/title/tt0076009/?ref_=fn_tt_tt_1,252.0,English,USA,R,14000000.0,1977.0,726.0,3.7,889,34468407.0,USA,American,English
2005-01-01,125.0,91.0,31.0,50.0,874.0,16298046.0,Horror|Mystery|Thriller,An American Haunting ,22207,1608,http://www.imdb.com/title/tt0429573/?ref_=fn_tt_tt_1,747.0,English,UK,PG-13,14000000.0,2005.0,613.0,5.0,0,2298046.0,UK,Foreign,English
2003-01-01,56.0,90.0,119.0,636.0,869.0,15549702.0,Comedy|Romance,My Boss's Daughter ,24038,3007,http://www.imdb.com/title/tt0270980/?ref_=fn_tt_tt_1,123.0,English,USA,PG-13,14000000.0,2003.0,779.0,4.6,411,1549702.0,USA,American,English
2009-01-01,160.0,108.0,123.0,690.0,26000.0,15483540.0,Adventure|Mystery|Thriller,A Perfect Getaway ,56338,41359,http://www.imdb.com/title/tt0971209/?ref_=fn_tt_tt_1,215.0,English,USA,R,14000000.0,2009.0,14000.0,6.5,4000,1483540.0,USA,American,English
2010-01-01,71.0,103.0,44.0,625.0,953.0,20246959.0,Comedy|Romance,Our Family Wedding ,5721,3299,http://www.imdb.com/title/tt1305583/?ref_=fn_tt_tt_1,20.0,English,USA,PG-13,14000000.0,2010.0,849.0,4.9,1000,6246959.0,USA,American,English
1998-01-01,37.0,96.0,0.0,654.0,3000.0,15062898.0,Comedy,Dead Man on Campus ,11729,6861,http://www.imdb.com/title/tt0118301/?ref_=fn_tt_tt_1,106.0,English,USA,R,14000000.0,1998.0,2000.0,6.0,645,1062898.0,USA,American,English
1999-01-01,62.0,117.0,160.0,55.0,718.0,14348123.0,Comedy|Drama|War,Tea with Mussolini ,9323,1148,http://www.imdb.com/title/tt0120857/?ref_=fn_tt_tt_1,157.0,English,Italy,PG,12000000.0,1999.0,330.0,6.9,970,2348123.0,Italy,Foreign,English
1996-01-01,73.0,93.0,85.0,514.0,1000.0,15171475.0,Fantasy|Horror,Thinner ,19805,2777,http://www.imdb.com/title/tt0117894/?ref_=fn_tt_tt_1,122.0,English,USA,R,8500000.0,1996.0,855.0,5.7,0,6671475.0,USA,American,English
1977-01-01,59.0,136.0,17000.0,213.0,22000.0,48468407.0,Drama|Music|Musical|Romance,"New York, New York ",13548,23378,http://www.imdb.com/title/tt0076451/?ref_=fn_tt_tt_1,75.0,English,USA,PG,14000000.0,1977.0,740.0,6.7,932,34468407.0,USA,American,English
1994-01-01,25.0,115.0,0.0,534.0,1000.0,13640000.0,Comedy|Drama,Crooklyn ,6011,3267,http://www.imdb.com/title/tt0109504/?ref_=fn_tt_tt_1,39.0,English,USA,PG-13,14000000.0,1994.0,848.0,6.9,905,-360000.0,USA,American,English
2007-01-01,97.0,94.0,0.0,458.0,12000.0,12550242.0,Comedy|Drama|Romance,I Think I Love My Wife ,13866,13446,http://www.imdb.com/title/tt0770772/?ref_=fn_tt_tt_1,55.0,English,USA,R,39752620.0,2007.0,490.0,5.5,488,-27202378.0,USA,American,English
2001-01-01,205.0,85.0,52.0,489.0,1000.0,12610731.0,Action|Horror|Sci-Fi|Thriller,Jason X ,38985,3050,http://www.imdb.com/title/tt0211443/?ref_=fn_tt_tt_1,673.0,English,USA,R,11000000.0,2001.0,935.0,4.4,0,1610731.0,USA,American,English
2006-01-01,195.0,112.0,0.0,383.0,12000.0,11204499.0,Drama|History,Bobby ,38142,13528,http://www.imdb.com/title/tt0308055/?ref_=fn_tt_tt_1,270.0,English,USA,R,14000000.0,2006.0,593.0,7.0,0,-2795501.0,USA,American,English
2001-01-01,61.0,86.0,70.0,169.0,878.0,10397365.0,Comedy|Mystery|Romance,Head Over Heels ,11693,2165,http://www.imdb.com/title/tt0192111/?ref_=fn_tt_tt_1,104.0,English,USA,PG-13,14000000.0,2001.0,834.0,5.4,613,-3602635.0,USA,American,English
2012-01-01,77.0,86.0,90.0,635.0,962.0,9402410.0,Adventure|Comedy,Fun Size ,11233,3715,http://www.imdb.com/title/tt1663143/?ref_=fn_tt_tt_1,32.0,English,USA,PG-13,14000000.0,2012.0,925.0,5.4,0,-4597590.0,USA,American,English
2007-01-01,259.0,112.0,232.0,177.0,413.0,5990075.0,Biography|Drama,The Diving Bell and the Butterfly ,89906,1372,http://www.imdb.com/title/tt0401383/?ref_=fn_tt_tt_1,175.0,French,France,PG-13,39752620.0,2007.0,412.0,8.0,13000,-33762545.0,France,Foreign,Foreign
2006-01-01,251.0,137.0,143.0,280.0,14000.0,5459824.0,Drama|Romance,Little Children ,92781,15337,http://www.imdb.com/title/tt0404203/?ref_=fn_tt_tt_1,320.0,English,USA,R,26000000.0,2006.0,617.0,7.6,5000,-20540176.0,USA,American,English
2000-01-01,63.0,90.0,49.0,191.0,12000.0,5108820.0,Drama|Mystery|Thriller,Gossip ,12519,12776,http://www.imdb.com/title/tt0176783/?ref_=fn_tt_tt_1,112.0,English,USA,R,24000000.0,2000.0,215.0,5.9,853,-18891180.0,USA,American,English
1999-01-01,47.0,107.0,956.0,113.0,10000.0,4741987.0,Drama,A Walk on the Moon ,6782,10368,http://www.imdb.com/title/tt0120613/?ref_=fn_tt_tt_1,114.0,English,USA,R,14000000.0,1999.0,233.0,6.6,860,-9258013.0,USA,American,English
2006-01-01,108.0,98.0,176.0,15.0,543.0,4291965.0,Biography|Drama|History,Catch a Fire ,9334,678,http://www.imdb.com/title/tt0437232/?ref_=fn_tt_tt_1,59.0,English,France,PG-13,14000000.0,2006.0,113.0,6.7,447,-9708035.0,France,Foreign,English
2001-01-01,64.0,84.0,12.0,102.0,159.0,3100650.0,Drama|Horror|Mystery|Thriller,Soul Survivors ,7277,417,http://www.imdb.com/title/tt0218619/?ref_=fn_tt_tt_1,181.0,English,USA,PG-13,14000000.0,2001.0,102.0,3.9,231,-10899350.0,USA,American,English
1995-01-01,20.0,139.0,133.0,5.0,423.0,2474000.0,Biography|Drama|History|Romance,Jefferson in Paris ,2427,446,http://www.imdb.com/title/tt0113463/?ref_=fn_tt_tt_1,27.0,English,France,PG-13,14000000.0,1995.0,15.0,5.7,127,-11526000.0,France,Foreign,English
2008-01-01,135.0,97.0,11.0,548.0,14000.0,2656324.0,Comedy|Romance,Easy Virtue ,16444,16431,http://www.imdb.com/title/tt0808244/?ref_=fn_tt_tt_1,79.0,English,UK,PG-13,39752620.0,2008.0,1000.0,6.7,2000,-37096296.0,UK,Foreign,English
1978-01-01,2.0,127.0,109.0,324.0,16000.0,1000000.0,Action|Adventure|History,Caravans ,524,17250,http://www.imdb.com/title/tt0077296/?ref_=fn_tt_tt_1,8.0,English,Iran,PG,14000000.0,1978.0,469.0,6.5,76,-13000000.0,Iran,Foreign,English
2014-01-01,262.0,150.0,608.0,43.0,149.0,3958500.0,Biography|Drama|History,Mr. Turner ,17933,390,http://www.imdb.com/title/tt2473794/?ref_=fn_tt_tt_1,165.0,English,UK,R,8200000.0,2014.0,44.0,6.8,0,-4241500.0,UK,Foreign,English
2009-01-01,129.0,104.0,752.0,59.0,412.0,403649.0,Drama|Romance,Wild Grass ,3174,799,http://www.imdb.com/title/tt1156143/?ref_=fn_tt_tt_1,31.0,French,France,PG,39752620.0,2009.0,74.0,6.3,512,-39348971.0,France,Foreign,Foreign
2002-01-01,69.0,132.0,333.0,284.0,380.0,274299.0,Biography|Crime|Drama|War,Amen. ,11077,1429,http://www.imdb.com/title/tt0280653/?ref_=fn_tt_tt_1,55.0,English,France,Unrated,103000000.0,2002.0,326.0,7.3,0,-102725701.0,France,Foreign,English
2010-01-01,50.0,117.0,2.0,21.0,149.0,48468407.0,Action,Reign of Assassins ,6069,243,http://www.imdb.com/title/tt1460743/?ref_=fn_tt_tt_1,34.0,Mandarin,China,R,12000000.0,2010.0,32.0,6.9,1000,36468407.0,China,Foreign,Foreign
2008-01-01,57.0,115.0,168.0,322.0,697.0,183088.0,Comedy|Drama|War,The Lucky Ones ,11704,2243,http://www.imdb.com/title/tt0981072/?ref_=fn_tt_tt_1,36.0,English,USA,R,15000000.0,2008.0,329.0,7.0,702,-14816912.0,USA,American,English
2011-01-01,116.0,186.0,50.0,338.0,13000.0,46495.0,Drama,Margaret ,12053,14638,http://www.imdb.com/title/tt0466893/?ref_=fn_tt_tt_1,119.0,English,USA,R,14000000.0,2011.0,1000.0,6.5,0,-13953505.0,USA,American,English
2009-01-01,45.0,90.0,10.0,378.0,826.0,48468407.0,Comedy|Horror,Stan Helsing ,9928,2207,http://www.imdb.com/title/tt1185266/?ref_=fn_tt_tt_1,66.0,English,Canada,R,39752620.0,2009.0,521.0,3.6,934,8715787.0,Canada,Foreign,English
2010-01-01,87.0,90.0,0.0,767.0,1000.0,1752214.0,Comedy|Drama|Romance,Flipped ,60460,4377,http://www.imdb.com/title/tt0817177/?ref_=fn_tt_tt_1,104.0,English,USA,PG,14000000.0,2010.0,872.0,7.7,14000,-12247786.0,USA,American,English
2005-01-01,357.0,134.0,0.0,11000.0,15000.0,83025853.0,Drama|Romance,Brokeback Mountain ,259837,39789,http://www.imdb.com/title/tt0388795/?ref_=fn_tt_tt_1,2254.0,English,USA,R,14000000.0,2005.0,13000.0,7.7,13000,69025853.0,USA,American,English
2014-01-01,348.0,101.0,473.0,429.0,833.0,190871240.0,Action|Adventure|Comedy|Sci-Fi,Teenage Mutant Ninja Turtles ,167089,2690,http://www.imdb.com/title/tt1291150/?ref_=fn_tt_tt_1,491.0,English,USA,PG-13,125000000.0,2014.0,809.0,5.9,62000,65871240.0,USA,American,English
1995-01-01,88.0,97.0,143.0,201.0,927.0,56631572.0,Comedy|Romance,Clueless ,123390,1724,http://www.imdb.com/title/tt0112697/?ref_=fn_tt_tt_1,248.0,English,USA,PG-13,12000000.0,1995.0,281.0,6.8,0,44631572.0,USA,American,English
2002-01-01,181.0,107.0,162.0,135.0,2000.0,15854988.0,Drama|Romance,Far from Heaven ,36542,2447,http://www.imdb.com/title/tt0297884/?ref_=fn_tt_tt_1,378.0,English,USA,PG-13,13500000.0,2002.0,258.0,7.4,0,2354988.0,USA,American,English
2015-01-01,107.0,99.0,38.0,390.0,3000.0,12282677.0,Comedy|Sci-Fi,Hot Tub Time Machine 2 ,28159,4702,http://www.imdb.com/title/tt2637294/?ref_=fn_tt_tt_1,96.0,English,USA,R,14000000.0,2015.0,837.0,5.1,0,-1717323.0,USA,American,English
2000-01-01,132.0,124.0,133.0,170.0,14000.0,7060876.0,Biography|Drama,Quills ,44795,14726,http://www.imdb.com/title/tt0180073/?ref_=fn_tt_tt_1,314.0,English,UK,R,13500000.0,2000.0,230.0,7.4,0,-6439124.0,UK,Foreign,English
2012-01-01,401.0,110.0,454.0,816.0,2000.0,14989761.0,Comedy|Crime,Seven Psychopaths ,185845,4757,http://www.imdb.com/title/tt1931533/?ref_=fn_tt_tt_1,284.0,English,UK,R,15000000.0,2012.0,906.0,7.2,52000,-10239.0,UK,Foreign,English
2001-01-01,58.0,105.0,148.0,400.0,539.0,687081.0,Crime|Drama|Music|Mystery|Thriller,The Caveman's Valentine ,5602,1767,http://www.imdb.com/title/tt0182000/?ref_=fn_tt_tt_1,59.0,English,USA,R,39752620.0,2001.0,508.0,6.0,329,-39065539.0,USA,American,English
2004-01-01,192.0,178.0,101.0,471.0,918.0,5501940.0,Biography|Drama|History|War,Downfall ,248354,2334,http://www.imdb.com/title/tt0363163/?ref_=fn_tt_tt_1,564.0,German,Germany,R,13500000.0,2004.0,653.0,8.3,14000,-7998060.0,Germany,Foreign,Foreign
2004-01-01,157.0,125.0,448.0,93.0,273.0,2086345.0,Biography|Drama|Romance,The Sea Inside ,64556,529,http://www.imdb.com/title/tt0369702/?ref_=fn_tt_tt_1,140.0,Spanish,Spain,PG-13,10000000.0,2004.0,114.0,8.1,0,-7913655.0,Spain,Foreign,Foreign
2013-01-01,454.0,108.0,143.0,21.0,19000.0,2605039.0,Drama|Horror|Sci-Fi|Thriller,Under the Skin ,85022,19086,http://www.imdb.com/title/tt1441395/?ref_=fn_tt_tt_1,616.0,English,UK,R,39752620.0,2013.0,50.0,6.3,29000,-37147581.0,UK,Foreign,English
1987-01-01,62.0,121.0,272.0,227.0,49000.0,123922370.0,Biography|Comedy|Drama|War,"Good Morning, Vietnam ",98348,50141,http://www.imdb.com/title/tt0093105/?ref_=fn_tt_tt_1,131.0,English,USA,R,13000000.0,1987.0,263.0,7.3,0,110922370.0,USA,American,English
2010-01-01,4.0,100.0,26.0,385.0,898.0,163591.0,Comedy,The Last Godfather ,912,2895,http://www.imdb.com/title/tt1584131/?ref_=fn_tt_tt_1,17.0,English,South Korea,PG-13,13400000.0,2010.0,391.0,3.6,502,-13236409.0,South Korea,Foreign,English
2011-01-01,84.0,115.0,209.0,41.0,569.0,73000942.0,Documentary|Music,Justin Bieber: Never Say Never ,74351,714,http://www.imdb.com/title/tt1702443/?ref_=fn_tt_tt_1,233.0,English,USA,G,13000000.0,2011.0,69.0,1.6,62000,60000942.0,USA,American,English
2010-01-01,669.0,108.0,0.0,1000.0,20000.0,106952327.0,Drama|Thriller,Black Swan ,551363,38072,http://www.imdb.com/title/tt0947798/?ref_=fn_tt_tt_1,1140.0,English,USA,R,13000000.0,2010.0,15000.0,8.0,106000,93952327.0,USA,American,English
2014-01-01,492.0,117.0,294.0,1000.0,10000.0,58607007.0,Action|Crime|Sci-Fi|Thriller,RoboCop ,182910,14160,http://www.imdb.com/title/tt1234721/?ref_=fn_tt_tt_1,630.0,English,USA,PG-13,100000000.0,2014.0,2000.0,6.2,60000,-41392993.0,USA,American,English
1974-01-01,149.0,220.0,0.0,3000.0,22000.0,57300000.0,Crime|Drama,The Godfather: Part II ,790926,39960,http://www.imdb.com/title/tt0071562/?ref_=fn_tt_tt_1,650.0,English,USA,R,13000000.0,1974.0,14000.0,9.0,14000,44300000.0,USA,American,English
2001-01-01,101.0,112.0,49.0,237.0,656.0,91038276.0,Drama|Music|Romance,Save the Last Dance ,47876,1307,http://www.imdb.com/title/tt0206275/?ref_=fn_tt_tt_1,320.0,English,USA,PG-13,13000000.0,2001.0,363.0,6.1,0,78038276.0,USA,American,English
1988-01-01,102.0,99.0,212.0,54.0,130.0,49369900.0,Fantasy|Horror|Thriller,A Nightmare on Elm Street 4: The Dream Master ,36108,450,http://www.imdb.com/title/tt0095742/?ref_=fn_tt_tt_1,260.0,English,USA,R,7000000.0,1988.0,125.0,5.7,0,42369900.0,USA,American,English
2016-01-01,63.0,109.0,36.0,579.0,3000.0,61693523.0,Drama,Miracles from Heaven ,6276,7833,http://www.imdb.com/title/tt4257926/?ref_=fn_tt_tt_1,55.0,English,USA,PG,13000000.0,2016.0,3000.0,6.8,16000,48693523.0,USA,American,English
2000-01-01,106.0,83.0,8.0,612.0,3000.0,46729374.0,Comedy|Mystery,"Dude, Where's My Car? ",116625,6454,http://www.imdb.com/title/tt0242423/?ref_=fn_tt_tt_1,469.0,English,USA,PG-13,13000000.0,2000.0,934.0,5.5,0,33729374.0,USA,American,English
1988-01-01,50.0,107.0,58.0,316.0,549.0,44726644.0,Action|Crime|Drama|Thriller|Western,Young Guns ,42614,1747,http://www.imdb.com/title/tt0096487/?ref_=fn_tt_tt_1,120.0,English,USA,R,13000000.0,1988.0,439.0,6.8,0,31726644.0,USA,American,English
2014-01-01,275.0,102.0,51.0,360.0,13000.0,44134898.0,Comedy|Drama,St. Vincent ,72803,20330,http://www.imdb.com/title/tt2170593/?ref_=fn_tt_tt_1,171.0,English,USA,PG-13,13000000.0,2014.0,6000.0,7.3,33000,31134898.0,USA,American,English
2014-01-01,90.0,100.0,38.0,460.0,833.0,48637684.0,Comedy|Romance,About Last Night ,16979,2800,http://www.imdb.com/title/tt1826590/?ref_=fn_tt_tt_1,42.0,English,USA,R,12500000.0,2014.0,807.0,6.1,0,36137684.0,USA,American,English
1999-01-01,133.0,97.0,19.0,835.0,23000.0,38176108.0,Comedy|Drama|Romance,10 Things I Hate About You ,222099,37907,http://www.imdb.com/title/tt0147800/?ref_=fn_tt_tt_1,549.0,English,USA,PG-13,16000000.0,1999.0,13000.0,7.2,10000,22176108.0,USA,American,English
2002-01-01,49.0,92.0,13.0,301.0,11000.0,28972187.0,Comedy,The New Guy ,28805,12687,http://www.imdb.com/title/tt0241760/?ref_=fn_tt_tt_1,159.0,English,USA,PG-13,13000000.0,2002.0,489.0,5.9,1000,15972187.0,USA,American,English
1993-01-01,19.0,84.0,0.0,182.0,11000.0,27979400.0,Action|Comedy|Crime,Loaded Weapon 1 ,37611,12322,http://www.imdb.com/title/tt0107659/?ref_=fn_tt_tt_1,72.0,English,USA,PG-13,8200000.0,1993.0,852.0,6.1,0,19779400.0,USA,American,English
2016-01-01,186.0,86.0,174.0,2.0,619.0,54257433.0,Drama|Horror|Thriller,The Shallows ,12983,971,http://www.imdb.com/title/tt4052882/?ref_=fn_tt_tt_1,139.0,English,USA,PG-13,17000000.0,2016.0,350.0,6.8,0,37257433.0,USA,American,English
2004-01-01,185.0,120.0,19.0,829.0,8000.0,23947.0,Sci-Fi|Thriller,The Butterfly Effect ,357579,12755,http://www.imdb.com/title/tt0289879/?ref_=fn_tt_tt_1,1100.0,English,USA,R,13000000.0,2004.0,902.0,7.7,15000,-12976053.0,USA,American,English
2000-01-01,42.0,89.0,13.0,329.0,571.0,60008303.0,Adventure|Comedy|Family,Snow Day ,9285,2241,http://www.imdb.com/title/tt0184907/?ref_=fn_tt_tt_1,91.0,English,USA,PG,13000000.0,2000.0,442.0,4.9,0,47008303.0,USA,American,English
2007-01-01,37.0,117.0,17.0,912.0,1000.0,49121934.0,Comedy|Drama|Romance,This Christmas ,6528,6554,http://www.imdb.com/title/tt0937375/?ref_=fn_tt_tt_1,32.0,English,USA,PG-13,13000000.0,2007.0,997.0,6.1,0,36121934.0,USA,American,English
1999-01-01,45.0,97.0,84.0,782.0,899.0,27141959.0,Comedy|Crime|Family|Sci-Fi,Baby Geniuses ,19547,2936,http://www.imdb.com/title/tt0118665/?ref_=fn_tt_tt_1,168.0,English,USA,PG,18000000.0,1999.0,842.0,2.5,0,9141959.0,USA,American,English
1998-01-01,57.0,91.0,6.0,459.0,904.0,27052167.0,Action|Comedy|Crime|Thriller,The Big Hit ,24834,3353,http://www.imdb.com/title/tt0120609/?ref_=fn_tt_tt_1,168.0,English,USA,R,13000000.0,1998.0,471.0,6.1,934,14052167.0,USA,American,English
1996-01-01,25.0,100.0,15.0,388.0,694.0,26539321.0,Comedy|Drama|Family,Harriet the Spy ,7984,2486,http://www.imdb.com/title/tt0116493/?ref_=fn_tt_tt_1,42.0,English,USA,PG,13000000.0,1996.0,558.0,5.9,833,13539321.0,USA,American,English
1990-01-01,59.0,72.0,5.0,435.0,659.0,28501605.0,Fantasy|Horror,Child's Play 2 ,31371,2646,http://www.imdb.com/title/tt0099253/?ref_=fn_tt_tt_1,166.0,English,USA,R,13000000.0,1990.0,628.0,5.7,0,15501605.0,USA,American,English
2014-01-01,58.0,84.0,12.0,334.0,1000.0,52543632.0,Crime|Thriller,No Good Deed ,12676,2297,http://www.imdb.com/title/tt2011159/?ref_=fn_tt_tt_1,84.0,English,USA,PG-13,13200000.0,2014.0,345.0,5.6,0,39343632.0,USA,American,English
2007-01-01,330.0,126.0,0.0,745.0,2000.0,25592632.0,Horror,The Mist ,220475,5371,http://www.imdb.com/title/tt0884328/?ref_=fn_tt_tt_1,1066.0,English,USA,R,18000000.0,2007.0,850.0,7.2,20000,7592632.0,USA,American,English
2015-01-01,489.0,108.0,232.0,123.0,149.0,25440971.0,Drama|Mystery|Sci-Fi|Thriller,Ex Machina ,289508,430,http://www.imdb.com/title/tt0470752/?ref_=fn_tt_tt_1,611.0,English,UK,R,15000000.0,2015.0,145.0,7.7,109000,10440971.0,UK,Foreign,English
1999-01-01,242.0,112.0,0.0,213.0,512.0,22858926.0,Comedy|Drama|Fantasy,Being John Malkovich ,254404,1171,http://www.imdb.com/title/tt0120601/?ref_=fn_tt_tt_1,840.0,English,USA,R,13000000.0,1999.0,216.0,7.8,0,9858926.0,USA,American,English
2001-01-01,40.0,90.0,7.0,405.0,939.0,22235901.0,Comedy|Romance,Two Can Play That Game ,4339,2815,http://www.imdb.com/title/tt0269341/?ref_=fn_tt_tt_1,31.0,English,USA,R,6000000.0,2001.0,890.0,6.1,593,16235901.0,USA,American,English
2014-01-01,112.0,91.0,13.0,140.0,803.0,38916903.0,Adventure|Family|Sci-Fi,Earth to Echo ,15664,1921,http://www.imdb.com/title/tt2183034/?ref_=fn_tt_tt_1,149.0,English,USA,PG,13000000.0,2014.0,587.0,5.8,0,25916903.0,USA,American,English
2001-01-01,84.0,135.0,134.0,525.0,4000.0,16929123.0,Drama|Romance,Crazy/Beautiful ,21406,6214,http://www.imdb.com/title/tt0250224/?ref_=fn_tt_tt_1,169.0,English,USA,PG-13,14000000.0,2001.0,1000.0,6.5,0,2929123.0,USA,American,English
2006-01-01,251.0,141.0,16000.0,78.0,378.0,13753931.0,Drama|History|War,Letters from Iwo Jima ,132149,751,http://www.imdb.com/title/tt0498380/?ref_=fn_tt_tt_1,316.0,Japanese,USA,R,19000000.0,2006.0,85.0,7.9,5000,-5246069.0,USA,American,Foreign
2006-01-01,113.0,104.0,35.0,844.0,24000.0,10996440.0,Adventure|Drama|Sci-Fi,The Astronaut Farmer ,19707,27806,http://www.imdb.com/title/tt0469263/?ref_=fn_tt_tt_1,128.0,English,USA,PG,13000000.0,2006.0,912.0,6.3,862,-2003560.0,USA,American,English
1998-01-01,23.0,84.0,18.0,744.0,1000.0,8026971.0,Comedy|Romance,Woo ,1520,3352,http://www.imdb.com/title/tt0120531/?ref_=fn_tt_tt_1,20.0,English,USA,R,13000000.0,1998.0,851.0,3.8,204,-4973029.0,USA,American,English
2015-01-01,421.0,118.0,412.0,491.0,805.0,14677654.0,Drama,Room ,161288,2499,http://www.imdb.com/title/tt3170832/?ref_=fn_tt_tt_1,351.0,English,Ireland,R,13000000.0,2015.0,681.0,8.3,72000,1677654.0,Ireland,Foreign,English
1998-01-01,32.0,82.0,799.0,294.0,721.0,9975684.0,Comedy,Dirty Work ,20033,1805,http://www.imdb.com/title/tt0120654/?ref_=fn_tt_tt_1,117.0,English,Canada,PG-13,13000000.0,1998.0,359.0,6.4,679,-3024316.0,Canada,Foreign,English
1994-01-01,52.0,95.0,0.0,650.0,899.0,7881335.0,Comedy|Crime|Thriller,Serial Mom ,21212,3092,http://www.imdb.com/title/tt0111127/?ref_=fn_tt_tt_1,107.0,English,USA,R,13000000.0,1994.0,849.0,6.7,3000,-5118665.0,USA,American,English
1999-01-01,81.0,94.0,26.0,4000.0,16000.0,6241697.0,Comedy,Dick ,16059,31005,http://www.imdb.com/title/tt0144168/?ref_=fn_tt_tt_1,210.0,English,France,PG-13,13000000.0,1999.0,8000.0,6.1,0,-6758303.0,France,Foreign,English
1999-01-01,39.0,99.0,7.0,730.0,3000.0,5871603.0,Drama|Thriller,Light It Up ,3116,6485,http://www.imdb.com/title/tt0172726/?ref_=fn_tt_tt_1,39.0,English,USA,R,13000000.0,1999.0,1000.0,6.0,251,-7128397.0,USA,American,English
1998-01-01,63.0,121.0,15.0,812.0,4000.0,16574731.0,Drama|Music,54 ,27675,6910,http://www.imdb.com/title/tt0120577/?ref_=fn_tt_tt_1,181.0,English,USA,R,13000000.0,1998.0,957.0,5.8,0,3574731.0,USA,American,English
2001-01-01,47.0,84.0,2.0,690.0,15000.0,5002310.0,Adventure|Comedy|Romance|Sci-Fi,Bubble Boy ,25541,18864,http://www.imdb.com/title/tt0258470/?ref_=fn_tt_tt_1,181.0,English,USA,PG-13,13000000.0,2001.0,816.0,5.6,0,-7997690.0,USA,American,English
2001-01-01,111.0,93.0,16.0,258.0,567.0,4919896.0,Comedy|Crime|Thriller,Birthday Girl ,21530,1775,http://www.imdb.com/title/tt0188453/?ref_=fn_tt_tt_1,159.0,English,UK,R,13000000.0,2001.0,326.0,6.1,618,-8080104.0,UK,Foreign,English
